fecha,dia_semana_num,pandemia,mes,horario_verano,hora,temperatura,precipitacion,humedad,velocidadviento,nubosidad,demanda
01/01/2020,3,1,1,0,1,45,0,62.5,2.8,0,979.9012523
01/01/2020,3,1,1,0,2,44,0,59.6,2.3,7.9,956.9350496
01/01/2020,3,1,1,0,3,44,0,56.4,1.7,16,932.8840732
01/01/2020,3,1,1,0,4,44,0,57.2,2.4,8.3,910.7994461
01/01/2020,3,1,1,0,5,45,0,59.1,3.7,0.2,892.6114923
01/01/2020,3,1,1,0,6,43,0,65.2,3.5,15.7,879.033235
01/01/2020,3,1,1,0,7,40,0,75.3,1.5,52.3,854.4024286
01/01/2020,3,1,1,0,8,41,0.43,76.9,0.3,79.8,818.7000367
01/01/2020,3,1,1,0,9,43,0,75.2,2.4,65.3,825.2549353
01/01/2020,3,1,1,0,10,51,0,66.5,2.8,23.1,841.5218738
01/01/2020,3,1,1,0,11,56,0,53.5,0.7,12.8,861.2877046
01/01/2020,3,1,1,0,12,60,0,44.1,0,22.9,872.1640167
01/01/2020,3,1,1,0,13,60,0,36.2,0.5,11.8,871.0630304
01/01/2020,3,1,1,0,14,65,0,29.9,1.8,19,866.5924272
01/01/2020,3,1,1,0,15,65,0,27.8,1.8,46.4,861.917553
01/01/2020,3,1,1,0,16,66,0,27.6,0.8,52,872.4150541
01/01/2020,3,1,1,0,17,65,0,29.7,3,56.8,908.7604038
01/01/2020,3,1,1,0,18,61,0,35.5,3.2,73.4,1038.987425
01/01/2020,3,1,1,0,19,58,0,42,0.9,72.4,1084.916575
01/01/2020,3,1,1,0,20,54,0,53,0.2,56.7,1096.444242
01/01/2020,3,1,1,0,21,52,0,60.1,3,54.1,1094.770894
01/01/2020,3,1,1,0,22,51,0,59,1.4,65.8,1068.255793
01/01/2020,3,1,1,0,23,46,0,65,1.4,68.7,1018.760583
01/01/2020,3,1,1,0,24,44,0,73.8,2.1,46.8,959.6831038
02/01/2020,4,1,1,0,1,48,0,78.2,2,16.2,921.2870508
02/01/2020,4,1,1,0,2,44,0,77.7,2.3,1.8,878.1830788
02/01/2020,4,1,1,0,3,45,0,77.6,1.1,0,857.4930258
02/01/2020,4,1,1,0,4,44,0,78.6,1.3,0,855.8638592
02/01/2020,4,1,1,0,5,43,0,79.2,2.6,0,873.527035
02/01/2020,4,1,1,0,6,43,0,76.9,2.7,0,912.5304692
02/01/2020,4,1,1,0,7,41,0,79.4,2.3,0,1005.553162
02/01/2020,4,1,1,0,8,42,0.6,78.3,0.3,0.3,1069.608205
02/01/2020,4,1,1,0,9,45,0,77.1,1,0.6,1124.318214
02/01/2020,4,1,1,0,10,54,0,71.9,2.4,0.3,1191.972991
02/01/2020,4,1,1,0,11,60,0,58.2,2,0,1228.008045
02/01/2020,4,1,1,0,12,66,0,41.1,2.5,0,1270.947943
02/01/2020,4,1,1,0,13,69,0,31.9,2.5,0,1258.4499
02/01/2020,4,1,1,0,14,70,0,27.9,2.4,0,1249.427617
02/01/2020,4,1,1,0,15,71,0,24.4,2.3,0,1263.929027
02/01/2020,4,1,1,0,16,72,0,21.7,2.7,0,1240.074512
02/01/2020,4,1,1,0,17,69,0,22.7,2.4,0,1339.103639
02/01/2020,4,1,1,0,18,59,0,30.1,1.9,0,1413.935238
02/01/2020,4,1,1,0,19,52,0,39.3,2.2,3.3,1492.878726
02/01/2020,4,1,1,0,20,52,0,42.1,1.4,7.6,1455.399502
02/01/2020,4,1,1,0,21,51,0,44.9,2.1,12.3,1353.00424
02/01/2020,4,1,1,0,22,50,0,43.3,2.2,34.7,1378.129606
02/01/2020,4,1,1,0,23,48,0,42.8,1.5,65.9,1261.040691
02/01/2020,4,1,1,0,24,48,0,44.2,2.4,73.1,1171.380503
02/01/2020,5,1,1,0,1,48,0,46.3,2.2,55.8,1102.563623
03/01/2020,5,1,1,0,2,47,0,48.5,1.7,34.3,1047.750724
03/01/2020,5,1,1,0,3,48,0,50.4,2.9,19.2,1010.329571
03/01/2020,5,1,1,0,4,45,0,53,3.2,10,984.0782812
03/01/2020,5,1,1,0,5,46,0,56.3,3.5,3.5,987.9244309
03/01/2020,5,1,1,0,6,45,0,53.6,2.9,0.4,1024.228151
03/01/2020,5,1,1,0,7,44,0,56,2.3,0,1070.295141
03/01/2020,5,1,1,0,8,50,0,60.6,2.6,0,1155.857975
03/01/2020,5,1,1,0,9,54,0,52.6,1.6,0,1195.273248
03/01/2020,5,1,1,0,10,58,0,43.4,0.4,0.2,1226.622697
03/01/2020,5,1,1,0,11,64,0,41.7,0.4,0.4,1251.765511
03/01/2020,5,1,1,0,12,69,0,36.5,0.4,0.3,1274.855433
03/01/2020,5,1,1,0,13,70,0,27.5,0.6,1.3,1283.828842
03/01/2020,5,1,1,0,14,69,0,24.1,0.9,13.6,1289.466037
03/01/2020,5,1,1,0,15,70,0,25,0.7,44.5,1285.796551
03/01/2020,5,1,1,0,16,70,0,26.1,0.6,77.8,1274.869836
03/01/2020,5,1,1,0,17,68,0,26,0.5,94.3,1279.799423
03/01/2020,5,1,1,0,18,64,0,28.2,0.3,97.7,1366.532312
03/01/2020,5,1,1,0,19,59,0,32.7,0.2,98.2,1380.51427
03/01/2020,5,1,1,0,20,57,0,43.4,0.6,97,1370.370078
03/01/2020,5,1,1,0,21,52,0,47.7,0.8,93.7,1355.091799
03/01/2020,5,1,1,0,22,50,0,48.8,1.9,89.7,1308.041454
03/01/2020,5,1,1,0,23,48,0,52.4,2.2,87.1,1253.028955
03/01/2020,5,1,1,0,24,48,0,54.8,0.7,90.1,1170.356843
03/01/2020,6,1,1,0,1,47,0,57.9,0,94.4,1105.613834
04/01/2020,6,1,1,0,2,45,0,60.6,0.6,95,1060.061544
04/01/2020,6,1,1,0,3,45,0,69.5,0.8,91.6,1020.627861
04/01/2020,6,1,1,0,4,43,0,72.9,0.7,66.1,1000.829642
04/01/2020,6,1,1,0,5,41,0,69,1.4,23.4,1001.295308
04/01/2020,6,1,1,0,6,42,0,74.7,2.4,1.6,1018.108783
04/01/2020,6,1,1,0,7,42,0,80.5,2.4,0,1042.024439
04/01/2020,6,1,1,0,8,47,0,80.1,2.7,0,1078.251402
04/01/2020,6,1,1,0,9,52,0,68.7,1.8,0,1130.409267
04/01/2020,6,1,1,0,10,54,0,54.5,0.5,0,1155.101848
04/01/2020,6,1,1,0,11,59,0,46.1,0.2,0,1149.050923
04/01/2020,6,1,1,0,12,64,0,39.3,0,0,1176.277624
04/01/2020,6,1,1,0,13,67,0,30.9,0,0,1186.062728
04/01/2020,6,1,1,0,14,69,0,28.4,0,2.5,1185.427126
04/01/2020,6,1,1,0,15,70,0,30.4,0.4,18.7,1172.117991
04/01/2020,6,1,1,0,16,70,0,30.8,0.3,50.8,1159.945847
04/01/2020,6,1,1,0,17,70,0,29.8,1.7,77.4,1182.30026
04/01/2020,6,1,1,0,18,65,0,36.5,2.2,86.1,1289.07127
04/01/2020,6,1,1,0,19,62,0,46.7,1,81,1310.275986
04/01/2020,6,1,1,0,20,58,0,54.4,0.7,61,1297.424068
04/01/2020,6,1,1,0,21,55,0,59.7,0.8,35.8,1278.174234
04/01/2020,6,1,1,0,22,47,0,64.4,1.6,19,1240.618373
04/01/2020,6,1,1,0,23,47,0,65.1,0.7,9.5,1184.510118
04/01/2020,6,1,1,0,24,45,0,71.5,1.7,18.6,1117.814562
04/01/2020,7,1,1,0,1,47,0,82.9,3.3,38.7,1058.839585
05/01/2020,7,1,1,0,2,45,0,79.2,2.8,32.7,1017.40223
05/01/2020,7,1,1,0,3,45,0,69.8,2,13.2,986.6751569
05/01/2020,7,1,1,0,4,43,0,69.5,2.2,11.9,965.962033
05/01/2020,7,1,1,0,5,45,0,70.5,1.6,14.2,964.490628
05/01/2020,7,1,1,0,6,43,0,70.7,1.9,18.4,969.2577481
05/01/2020,7,1,1,0,7,44,0,76.7,2.3,38.3,964.9382487
05/01/2020,7,1,1,0,8,45,0,78.9,1.9,52.7,967.346017
05/01/2020,7,1,1,0,9,52,0,82.7,2.2,49.4,998.7370218
05/01/2020,7,1,1,0,10,60,0,72,2.3,45.4,1029.478453
05/01/2020,7,1,1,0,11,65,0,55.8,2.1,50.3,1049.588773
05/01/2020,7,1,1,0,12,68,0,41.9,2.1,59.7,1060.494463
05/01/2020,7,1,1,0,13,70,0,32.4,2.1,61.4,1063.358628
05/01/2020,7,1,1,0,14,71,0,28.5,2,55.7,1070.958796
05/01/2020,7,1,1,0,15,72,0,28.4,2.5,54.8,1072.477471
05/01/2020,7,1,1,0,16,72,0,27.8,2.1,44.7,1074.671714
05/01/2020,7,1,1,0,17,65,0,27.3,1.5,19.3,1098.916074
05/01/2020,7,1,1,0,18,60,0,40.7,2.4,6.9,1215.95442
05/01/2020,7,1,1,0,19,55,0,57.6,1.4,8.3,1252.952044
05/01/2020,7,1,1,0,20,51,0,67.6,1.5,5.9,1256.537908
05/01/2020,7,1,1,0,21,52,0,76.9,2.2,3.5,1249.949366
05/01/2020,7,1,1,0,22,49,0,74,1,1.7,1212.989401
05/01/2020,7,1,1,0,23,50,0,73.9,1.3,0,1149.475161
05/01/2020,7,1,1,0,24,47,0,70.4,1.3,0.7,1081.942796
05/01/2020,1,1,1,0,1,45,0,67.1,2.1,7.3,1024.035339
06/01/2020,1,1,1,0,2,44,0,69.3,3.5,12.5,988.7811549
06/01/2020,1,1,1,0,3,42,0,73.8,3.8,14.6,969.7943938
06/01/2020,1,1,1,0,4,44,0,76.1,3.4,22.7,965.6389304
06/01/2020,1,1,1,0,5,42,0,76,3,19.6,988.2542791
06/01/2020,1,1,1,0,6,43,0,73.8,3.4,5.7,1044.632722
06/01/2020,1,1,1,0,7,43,0,67.5,3.5,0.2,1146.747234
06/01/2020,1,1,1,0,8,43,0,64.3,2.1,0,1232.308663
06/01/2020,1,1,1,0,9,45,0,74.6,2.6,0,1273.250719
06/01/2020,1,1,1,0,10,56,0,71.3,2.8,0,1315.945616
06/01/2020,1,1,1,0,11,64,0,40,3.3,0,1357.387446
06/01/2020,1,1,1,0,12,68,0,23.1,5.3,2.5,1383.505179
06/01/2020,1,1,1,0,13,70,0,16.6,6.3,14.4,1383.910538
06/01/2020,1,1,1,0,14,72,0,15.2,5.2,31.2,1393.700086
06/01/2020,1,1,1,0,15,73,0,14.1,4.2,36.9,1401.363238
06/01/2020,1,1,1,0,16,72,0,14.4,2.7,34.5,1396.65779
06/01/2020,1,1,1,0,17,72,0,15.6,1.9,34.9,1396.706079
06/01/2020,1,1,1,0,18,68,0,15.1,0.6,26.7,1475.84038
06/01/2020,1,1,1,0,19,64,0,16.6,0,9.4,1487.938297
06/01/2020,1,1,1,0,20,59,0,21.4,0,2.4,1467.532693
06/01/2020,1,1,1,0,21,55,0,26.8,0.4,4.1,1447.100781
06/01/2020,1,1,1,0,22,46,0,34.1,3.3,3.6,1401.778347
06/01/2020,1,1,1,0,23,49,0,33.1,3.4,1.2,1322.0456
06/01/2020,1,1,1,0,24,43,0,31.8,2.6,0,1235.270006
06/01/2020,2,1,1,0,1,43,0,40.6,2.6,6.1,1219.221134
07/01/2020,2,1,1,0,2,44,0,49.4,3.1,14.6,1169.786138
07/01/2020,2,1,1,0,3,43,0,46.1,2.6,11,1139.461034
07/01/2020,2,1,1,0,4,42,0,41.8,2.3,2.5,1129.74891
07/01/2020,2,1,1,0,5,41,0,46.1,1.9,0,1146.070734
07/01/2020,2,1,1,0,6,40,0,50.2,2.2,0,1181.682145
07/01/2020,2,1,1,0,7,40,0,49.8,2.6,15.2,1252.046423
07/01/2020,2,1,1,0,8,44,0,47.1,2.3,52.1,1332.155249
07/01/2020,2,1,1,0,9,52,0,47.1,1.8,72.2,1376.460898
07/01/2020,2,1,1,0,10,60,0,45.8,1.9,70.8,1409.450077
07/01/2020,2,1,1,0,11,65,0,37.6,1.8,79.3,1442.204604
07/01/2020,2,1,1,0,12,68,0,30.9,1.6,78.6,1427.806999
07/01/2020,2,1,1,0,13,70,0,22.7,1.6,66,1413.726917
07/01/2020,2,1,1,0,14,72,0,17.7,1.6,67.3,1416.610029
07/01/2020,2,1,1,0,15,72,0,14.8,2.6,65.9,1412.44986
07/01/2020,2,1,1,0,16,71,0,14.8,2.7,49.6,1399.543461
07/01/2020,2,1,1,0,17,67,0,17.6,2.2,35.5,1398.32923
07/01/2020,2,1,1,0,18,61,0,22.4,1.1,25.6,1475.371124
07/01/2020,2,1,1,0,19,54,0,28.8,1.2,11.8,1489.452397
07/01/2020,2,1,1,0,20,51,0,34.6,0.3,2.1,1472.450119
07/01/2020,2,1,1,0,21,49,0,37.1,0,0.1,1444.284859
07/01/2020,2,1,1,0,22,46,0,36,1,0,1378.506432
07/01/2020,2,1,1,0,23,47,0,35,1.6,0,1280.991208
07/01/2020,2,1,1,0,24,45,0,33.1,0.9,0,1225.795355
07/01/2020,3,1,1,0,1,44,0,35,0.8,0,1188.623687
08/01/2020,3,1,1,0,2,41,0,40.3,1.3,0.2,1138.796032
08/01/2020,3,1,1,0,3,41,0,48.4,2.4,2.3,1133.929242
08/01/2020,3,1,1,0,4,39,0,51.5,1.1,6.3,1135.42445
08/01/2020,3,1,1,0,5,39,0,62.4,1.8,12.3,1134.223745
08/01/2020,3,1,1,0,6,42,0,70.6,1.6,23.7,1181.689151
08/01/2020,3,1,1,0,7,39,0,62.9,1.9,44.2,1270.184081
08/01/2020,3,1,1,0,8,42,0,63.7,2.6,47.4,1334.328104
08/01/2020,3,1,1,0,9,39,0.43,55.4,3,18.8,1364.071491
08/01/2020,3,1,1,0,10,45,0,41.7,4.3,0,1386.136602
08/01/2020,3,1,1,0,11,55,0,38,5.1,0,1411.634253
08/01/2020,3,1,1,0,12,60,0,33.5,4.4,0,1432.410424
08/01/2020,3,1,1,0,13,63,0,26.1,3.9,0,1403.71934
08/01/2020,3,1,1,0,14,69,0,19.7,1.4,0,1408.899204
08/01/2020,3,1,1,0,15,71,0,15.8,0,0,1411.844015
08/01/2020,3,1,1,0,16,73,0,20.3,0.4,0,1416.58063
08/01/2020,3,1,1,0,17,72,0,22.9,3,0.2,1416.703736
08/01/2020,3,1,1,0,18,70,0,25.9,6,15.8,1508.682021
08/01/2020,3,1,1,0,19,65,0,32.6,6.8,41.4,1535.040425
08/01/2020,3,1,1,0,20,63,0,39.4,6.2,47.1,1531.238019
08/01/2020,3,1,1,0,21,62,0,45.3,4.6,32.5,1508.855229
08/01/2020,3,1,1,0,22,58,0,51.4,3.2,12.1,1451.130308
08/01/2020,3,1,1,0,23,55,0,54.3,4,2.4,1360.773428
08/01/2020,3,1,1,0,24,52,0,56.1,4.1,2.5,1277.359907
08/01/2020,4,1,1,0,1,50,0,61.4,4.2,2,1210.398835
09/01/2020,4,1,1,0,2,51,0,62.8,4.1,13.7,1160.297934
09/01/2020,4,1,1,0,3,54,0,61.1,3.9,33.5,1133.228712
09/01/2020,4,1,1,0,4,57,0,59.7,4.8,55.4,1122.596298
09/01/2020,4,1,1,0,5,55,0,55.9,6,81.3,1137.399839
09/01/2020,4,1,1,0,6,56,0,56.1,6,72.2,1184.648476
09/01/2020,4,1,1,0,7,55,0,56.2,6.6,27.2,1279.75891
09/01/2020,4,1,1,0,8,57,0,55.9,4.9,4.3,1321.457574
09/01/2020,4,1,1,0,9,61,0,55.3,4.3,7.4,1371.807131
09/01/2020,4,1,1,0,10,64,0,49.6,6.8,11.5,1400.189587
09/01/2020,4,1,1,0,11,66,0,42.2,10.1,16.5,1419.045401
09/01/2020,4,1,1,0,12,67,0,38.5,12.7,19.4,1430.875955
09/01/2020,4,1,1,0,13,68,0,35.3,12,19.1,1421.359225
09/01/2020,4,1,1,0,14,66,0,31.9,11.3,29.3,1431.606958
09/01/2020,4,1,1,0,15,66,0,32.8,12.4,44.6,1438.379623
09/01/2020,4,1,1,0,16,65,0,34.5,11.7,43.1,1426.786435
09/01/2020,4,1,1,0,17,63,0,35.6,9.5,32.5,1452.288287
09/01/2020,4,1,1,0,18,60,0,40.2,8.6,21.3,1542.595105
09/01/2020,4,1,1,0,19,58,0,45.9,8,11,1548.252858
09/01/2020,4,1,1,0,20,56,0,50.2,5.6,3.6,1538.431445
09/01/2020,4,1,1,0,21,52,0,51.9,3.4,0,1518.438443
09/01/2020,4,1,1,0,22,52,0,52.6,3.5,0,1456.523496
09/01/2020,4,1,1,0,23,53,0,54.5,3.8,0,1368.669377
09/01/2020,4,1,1,0,24,49,0,58.7,3.6,0,1284.980283
09/01/2020,5,1,1,0,1,49,0,63.6,2.6,0,1208.24002
10/01/2020,5,1,1,0,2,49,0,64.7,3.1,0,1159.901997
10/01/2020,5,1,1,0,3,47,0,65.2,4.5,0,1128.674454
10/01/2020,5,1,1,0,4,48,0,71.8,4.8,0,1121.446623
10/01/2020,5,1,1,0,5,45,0,72.4,3.7,0,1130.683619
10/01/2020,5,1,1,0,6,45,0,73.8,1.8,0,1175.253806
10/01/2020,5,1,1,0,7,46,0,69.3,2,0,1258.176502
10/01/2020,5,1,1,0,8,48,0,65.1,2.1,0,1311.84761
10/01/2020,5,1,1,0,9,55,0,58.4,2,0,1318.34585
10/01/2020,5,1,1,0,10,61,0,42.6,3.4,0,1360.213621
10/01/2020,5,1,1,0,11,64,0,29.3,3.5,0,1382.269508
10/01/2020,5,1,1,0,12,66,0,24.1,3.1,0,1393.97018
10/01/2020,5,1,1,0,13,67,0,20.6,3.4,0,1382.420377
10/01/2020,5,1,1,0,14,67,0,18.6,4.1,0,1381.374423
10/01/2020,5,1,1,0,15,67,0,17.1,4,0,1377.886341
10/01/2020,5,1,1,0,16,68,0,15.6,3.7,0,1371.261958
10/01/2020,5,1,1,0,17,67,0,16,2.2,0.4,1372.651418
10/01/2020,5,1,1,0,18,64,0,19.5,1.6,0.8,1451.688748
10/01/2020,5,1,1,0,19,59,0,24.5,0.8,0.4,1484.128299
10/01/2020,5,1,1,0,20,56,0,29.2,0.2,0,1478.596377
10/01/2020,5,1,1,0,21,54,0,37,0.9,0,1466.268691
10/01/2020,5,1,1,0,22,50,0,44.8,2,0,1429.553456
10/01/2020,5,1,1,0,23,46,0,54,0.8,0,1356.698722
10/01/2020,5,1,1,0,24,42,0,60.8,0.4,0,1278.066414
10/01/2020,6,1,1,0,1,44,0,66.2,2.1,0,1213.719179
11/01/2020,6,1,1,0,2,42,0,62.6,2.9,0,1170.180244
11/01/2020,6,1,1,0,3,43,0,52.6,2.3,0,1119.635358
11/01/2020,6,1,1,0,4,41,0,46.5,1,0,1104.509931
11/01/2020,6,1,1,0,5,42,0,48.1,0.3,0.1,1108.375433
11/01/2020,6,1,1,0,6,40,0,47.9,1.3,0.3,1120.586103
11/01/2020,6,1,1,0,7,37,0,48,1,0.1,1147.738549
11/01/2020,6,1,1,0,8,41,0,51.8,0.6,0,1194.345304
11/01/2020,6,1,1,0,9,49,0,50.3,0.4,0,1235.346301
11/01/2020,6,1,1,0,10,54,1.5,39.5,0.2,0,1260.872277
11/01/2020,6,1,1,0,11,59,0,32.4,0.4,0,1273.828904
11/01/2020,6,1,1,0,12,62,0,28.3,1.6,0,1280.017988
11/01/2020,6,1,1,0,13,66,0,24.9,3.7,0,1273.402014
11/01/2020,6,1,1,0,14,68,0,20.7,5.1,0,1261.647978
11/01/2020,6,1,1,0,15,69,0,18.3,4.9,0,1245.078415
11/01/2020,6,1,1,0,16,70,0,16.4,4.6,0,1232.591368
11/01/2020,6,1,1,0,17,65,0,15.8,4,0,1249.853811
11/01/2020,6,1,1,0,18,54,0,17.8,2.8,0,1355.081117
11/01/2020,6,1,1,0,19,51,0,28,1.4,0.2,1372.358641
11/01/2020,6,1,1,0,20,51,0,41.6,0,0.5,1362.75434
11/01/2020,6,1,1,0,21,51,0,45,0,1.2,1343.42598
11/01/2020,6,1,1,0,22,49,0,49,0,2.1,1311.730554
11/01/2020,6,1,1,0,23,50,0,45.6,1.2,2.1,1245.393058
11/01/2020,6,1,1,0,24,47,0,44,0.2,1.4,1170.861104
11/01/2020,7,1,1,0,1,42,0,46.2,0,0.9,1112.312415
12/01/2020,7,1,1,0,2,42,0,53.2,1.3,0.8,1070.352874
12/01/2020,7,1,1,0,3,42,0,58.7,1.5,0.8,1042.494613
12/01/2020,7,1,1,0,4,43,0,60.3,0,0.7,1024.706457
12/01/2020,7,1,1,0,5,42,0,62.6,0,0.5,1015.547151
12/01/2020,7,1,1,0,6,41,0,68.1,1.2,0.5,1017.318002
12/01/2020,7,1,1,0,7,39,0,72.4,1.1,0.7,1021.206399
12/01/2020,7,1,1,0,8,40,0,75.7,0.6,0.8,1028.034541
12/01/2020,7,1,1,0,9,43,0,73.1,0.8,0.5,1069.63667
12/01/2020,7,1,1,0,10,48,0,69.3,1.6,0.1,1098.693634
12/01/2020,7,1,1,0,11,56,0,52.8,2.1,0,1109.372784
12/01/2020,7,1,1,0,12,60,0,39,1.7,0,1112.612105
12/01/2020,7,1,1,0,13,64,0,30.4,1.7,0,1105.571442
12/01/2020,7,1,1,0,14,64,0,27.1,3,0,1105.039052
12/01/2020,7,1,1,0,15,65,0,27.8,2.5,0,1110.423543
12/01/2020,7,1,1,0,16,65,0,29.2,1,0,1108.957915
12/01/2020,7,1,1,0,17,66,0,30.1,2,0,1140.980932
12/01/2020,7,1,1,0,18,64,0,32.3,2.4,0,1255.370871
12/01/2020,7,1,1,0,19,60,0,38.2,2.4,0,1314.375384
12/01/2020,7,1,1,0,20,55,0,46.8,2.4,0,1328.055853
12/01/2020,7,1,1,0,21,53,0,55.9,1.1,0,1324.755612
12/01/2020,7,1,1,0,22,51,0,59.9,0.1,0,1280.353567
12/01/2020,7,1,1,0,23,45,0,65.9,0,0,1202.562729
12/01/2020,7,1,1,0,24,45,0,70.7,1.3,0,1122.716017
12/01/2020,1,1,1,0,1,42,0,63.3,2.5,0,1062.046778
13/01/2020,1,1,1,0,2,42,0,58.2,1.8,0.2,1026.724075
13/01/2020,1,1,1,0,3,42,0,61,2.1,7.6,1009.275911
13/01/2020,1,1,1,0,4,40,0,65.5,2.8,22.8,1008.471387
13/01/2020,1,1,1,0,5,42,0,66,2.4,36.5,1028.654813
13/01/2020,1,1,1,0,6,39,0,73.6,1.3,50.4,1101.244472
13/01/2020,1,1,1,0,7,40,0,81.9,1.7,63.2,1238.80176
13/01/2020,1,1,1,0,8,39,0,78.2,2.1,70.1,1328.224844
13/01/2020,1,1,1,0,9,42,0,70.9,2.6,64.3,1373.707054
13/01/2020,1,1,1,0,10,48,0,62.1,2.6,39.8,1389.262037
13/01/2020,1,1,1,0,11,54,0,52.8,0.7,15.3,1405.915315
13/01/2020,1,1,1,0,12,59,0,44.5,0.6,6.6,1421.074525
13/01/2020,1,1,1,0,13,62,0,40.1,0.9,5.4,1408.106973
13/01/2020,1,1,1,0,14,64,0,37.4,0.6,4.4,1414.823422
13/01/2020,1,1,1,0,15,66,0,31.8,0.4,3.1,1417.923665
13/01/2020,1,1,1,0,16,67,0,27.7,0.3,1.7,1414.625218
13/01/2020,1,1,1,0,17,66,0,27.7,1.7,0.7,1422.236646
13/01/2020,1,1,1,0,18,65,0,30.8,2,0.2,1513.20091
13/01/2020,1,1,1,0,19,58,0,42.4,1.6,0,1553.585958
13/01/2020,1,1,1,0,20,55,0,54.3,2.5,0,1562.11176
13/01/2020,1,1,1,0,21,53,0,62.9,1.6,0,1552.981531
13/01/2020,1,1,1,0,22,48,0,69,0.4,0,1496.669283
13/01/2020,1,1,1,0,23,45,0,74.2,1,0,1398.52169
13/01/2020,1,1,1,0,24,44,0,81.1,1.8,0,1306.422125
13/01/2020,2,1,1,0,1,43,0,79.5,2.1,0,1232.670639
14/01/2020,2,1,1,0,2,43,0,73.4,2.8,0,1182.731951
14/01/2020,2,1,1,0,3,42,0,67.1,2.7,0,1150.585152
14/01/2020,2,1,1,0,4,41,0,66.1,2.1,0,1139.148729
14/01/2020,2,1,1,0,5,39,0,71,1.4,2.2,1156.389011
14/01/2020,2,1,1,0,6,39,0,79,0.9,11.7,1206.562699
14/01/2020,2,1,1,0,7,39,0,80.1,0.6,30.3,1302.195223
14/01/2020,2,1,1,0,8,40,0.23,77.3,2,42.4,1368.56768
14/01/2020,2,1,1,0,9,43,0,73.6,2.4,33.1,1400.7946
14/01/2020,2,1,1,0,10,43,0,65.1,2.2,21.3,1412.660256
14/01/2020,2,1,1,0,11,49,0,53.6,1.8,33.1,1431.138022
14/01/2020,2,1,1,0,12,57,0,45.8,1.5,45,1436.972161
14/01/2020,2,1,1,0,13,60,0,40.9,1.5,40.5,1424.641226
14/01/2020,2,1,1,0,14,65,0,35.9,0.5,37.4,1427.599797
14/01/2020,2,1,1,0,15,65,0,32.9,0.1,27.9,1431.485063
14/01/2020,2,1,1,0,16,66,0,31.7,1.4,31.3,1430.92446
14/01/2020,2,1,1,0,17,67,0,31.4,2.6,65,1440.876094
14/01/2020,2,1,1,0,18,67,0,34.8,2.7,90,1536.395262
14/01/2020,2,1,1,0,19,65,0,38.7,2.3,94.7,1571.477763
14/01/2020,2,1,1,0,20,61,0,39.2,0.3,72.8,1574.575851
14/01/2020,2,1,1,0,21,58,0,40.8,0,25.5,1562.122875
14/01/2020,2,1,1,0,22,56,0,48,0.1,0.3,1504.543266
14/01/2020,2,1,1,0,23,51,0,54.2,0.9,13.9,1410.892582
14/01/2020,2,1,1,0,24,47,0,57.3,0.1,41.2,1314.374169
14/01/2020,3,1,1,0,1,42,0,63.1,1.2,47.6,1237.223255
15/01/2020,3,1,1,0,2,42,0,64.8,0.5,32.4,1190.853523
15/01/2020,3,1,1,0,3,42,0,64.1,0.1,23,1159.062114
15/01/2020,3,1,1,0,4,40,0,69,0.9,21.1,1149.911966
15/01/2020,3,1,1,0,5,40,0,75.7,1.3,17.7,1164.847876
15/01/2020,3,1,1,0,6,40,0,87,2.1,9.6,1218.557394
15/01/2020,3,1,1,0,7,39,0,95.5,2.4,2.3,1314.922107
15/01/2020,3,1,1,0,8,38,0,96.6,2.3,0.1,1382.094338
15/01/2020,3,1,1,0,9,42,0,91.1,2,2.8,1412.55171
15/01/2020,3,1,1,0,10,49,0,85.2,1.8,13.6,1420.615611
15/01/2020,3,1,1,0,11,52,0,72.1,0.5,25.8,1432.386802
15/01/2020,3,1,1,0,12,58,0,57.2,0,28.9,1438.191045
15/01/2020,3,1,1,0,13,64,0,41.7,1.5,32.7,1422.343411
15/01/2020,3,1,1,0,14,66,0,35.3,2.7,51.6,1428.127961
15/01/2020,3,1,1,0,15,68,0,34.1,2.2,64.2,1432.599881
15/01/2020,3,1,1,0,16,64,0,31.4,1.6,45.7,1434.930802
15/01/2020,3,1,1,0,17,57,0,30.1,1.3,33.7,1442.245379
15/01/2020,3,1,1,0,18,56,0,33.6,0.4,43,1535.058994
15/01/2020,3,1,1,0,19,52,0,44.2,1.3,48.2,1576.046488
15/01/2020,3,1,1,0,20,47,0,54.1,2.3,44.9,1573.108856
15/01/2020,3,1,1,0,21,46,0,55.3,0.8,23.1,1569.425732
15/01/2020,3,1,1,0,22,45,0,61.9,0,4.5,1494.546462
15/01/2020,3,1,1,0,23,43,0,71.2,0,3.1,1411.166883
15/01/2020,3,1,1,0,24,43,0,76.9,1.1,1.6,1328.798969
15/01/2020,4,1,1,0,1,43,0,74.5,2.7,0.6,1242.487707
16/01/2020,4,1,1,0,2,42,0,67.7,2.2,7.3,1196.439582
16/01/2020,4,1,1,0,3,42,0,65.9,1.6,19.6,1163.211348
16/01/2020,4,1,1,0,4,39,0,64.9,1.7,21.8,1155.505106
16/01/2020,4,1,1,0,5,41,0,69.1,1.5,15.3,1170.653331
16/01/2020,4,1,1,0,6,37,0,73.5,1.9,11.4,1216.824101
16/01/2020,4,1,1,0,7,40,0,80.4,1.9,5.6,1305.435434
16/01/2020,4,1,1,0,8,40,0,79.1,0.8,2.1,1366.863025
